customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
10621,34,30-39,unknown,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10622,71,60+,retired,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10623,27,17-29,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10624,55,50-59,services,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10625,53,50-59,admin.,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10626,85,60+,retired,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10627,62,60+,self-employed,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10628,34,30-39,unknown,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10629,61,60+,retired,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10630,61,60+,technician,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10631,53,50-59,admin.,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10632,69,60+,retired,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10633,55,50-59,services,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10634,52,50-59,management,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10635,79,60+,retired,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10636,60,60+,retired,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10637,18,17-29,student,single,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10638,55,50-59,admin.,married,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10639,21,17-29,admin.,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10640,60,60+,admin.,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10641,45,40-49,management,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10642,77,60+,retired,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10643,24,17-29,student,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10644,39,30-39,technician,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10645,45,40-49,admin.,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10646,46,40-49,technician,married,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10647,54,50-59,housemaid,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10648,53,50-59,technician,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10649,41,40-49,admin.,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10650,54,50-59,housemaid,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10651,54,50-59,housemaid,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10652,28,17-29,unemployed,single,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10653,83,60+,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10654,27,17-29,blue-collar,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10655,44,40-49,technician,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10656,81,60+,retired,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10657,71,60+,self-employed,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10658,39,30-39,services,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10659,81,60+,retired,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10660,48,40-49,technician,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10661,53,50-59,admin.,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10662,29,17-29,admin.,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10663,49,40-49,unemployed,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10664,20,17-29,student,single,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10665,24,17-29,student,single,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
10666,25,17-29,unemployed,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10667,60,60+,admin.,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10668,47,40-49,blue-collar,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10669,47,40-49,blue-collar,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10670,69,60+,retired,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10671,63,60+,retired,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10672,46,40-49,admin.,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10673,48,40-49,unemployed,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10674,39,30-39,management,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10675,51,50-59,technician,divorced,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
10676,27,17-29,student,single,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
10677,71,60+,retired,divorced,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10678,58,50-59,retired,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10679,47,40-49,admin.,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10680,40,40-49,self-employed,single,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10681,28,17-29,student,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10682,41,40-49,admin.,single,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10683,18,17-29,student,single,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10684,47,40-49,unknown,married,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10685,33,30-39,blue-collar,single,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10686,51,50-59,housemaid,married,unknown,unknown,no,yes,yes,housing loan,personal loan,housing + personal loan
10687,49,40-49,technician,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10688,32,30-39,blue-collar,married,professional.course,professional,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10689,66,60+,unemployed,single,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10690,46,40-49,admin.,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10691,38,30-39,retired,divorced,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10692,66,60+,unemployed,single,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10693,32,30-39,blue-collar,married,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
10694,33,30-39,blue-collar,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10695,71,60+,retired,divorced,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10696,25,17-29,student,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10697,61,60+,retired,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10698,32,30-39,student,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10699,60,60+,unemployed,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10700,64,60+,admin.,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10701,39,30-39,services,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10702,40,40-49,self-employed,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10703,32,30-39,student,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10704,25,17-29,unknown,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10705,88,60+,retired,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10706,63,60+,retired,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10707,57,50-59,entrepreneur,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10708,61,60+,retired,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10709,21,17-29,student,single,unknown,unknown,no,yes,yes,housing loan,personal loan,housing + personal loan
10710,59,50-59,housemaid,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10711,44,40-49,entrepreneur,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10712,60,60+,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10713,30,30-39,unknown,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10714,30,30-39,management,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10715,81,60+,retired,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10716,41,40-49,technician,married,unknown,unknown,no,yes,yes,housing loan,personal loan,housing + personal loan
10717,65,60+,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10718,34,30-39,services,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
10719,52,50-59,admin.,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10720,25,17-29,technician,unknown,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10721,43,40-49,entrepreneur,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
